1	0	20	0.1	914.2885
1	0	300	0.2	913.1086
1	0	350	0.1	912.4027
1	0	400	0.1	911.3126
1	0	450	0.1	909.6307
1	1	500	0.1	907.0401
1	1	550	0.1	903.0602
1	1	600	0.1	896.9696
1	1	650	0.1	887.7047
1	1	700	0.1	873.7387
0	1	500	100	893.3486
0	1	550	100	880.0183
0	1	600	100	858.7725
0	1	650	100	825.7215
0	1	700	100	776.1937
0	1	750	100	705.9863
0	1	800	100	613.9209
0	1	850	100	504.7828
0	1	900	100	389.8726
0	1	950	100	283.0454
0	1	1000	100	194.6283
0	1	1050	100	128.2215
0	1	1100	100	81.8946
0	1	900	500	308.792
0	1	500	1000	884.6582
0	1	550	1000	865.0605
0	1	600	1000	833.7273
0	1	650	1000	785.4619
0	1	700	1000	715.2189
0	1	750	1000	621.0031
0	1	800	1000	507.5715
0	1	850	1000	387.4949
0	1	900	1000	276.5172
0	1	950	1000	186.0977
0	1	1000	1000	119.6967
0	1	1050	1000	74.5625
0	1	1100	1000	45.4732
0	1	500	5000	876.6187
0	1	550	5000	851.1578
0	1	600	5000	810.5711
0	1	650	5000	748.9992
0	1	700	5000	662.2718
0	1	750	5000	552.0682
0	1	800	5000	429.0002
0	1	850	5000	309.902
0	1	900	5000	209.5911
0	1	950	5000	134.5237
0	1	1000	5000	83.1699
0	1	1050	5000	50.1593
0	1	1100	5000	29.7814
